,index,author,name,line,lemmed_line,name
493,14,Леонид Мартынов,Судьба,"Не я ли сам, пришлец из звездной бездны,",не я ли сам пришлец из звездный бездна,Судьба
494,14,Леонид Мартынов,Судьба,На ней возделал хлебные поля.,на она возделывать хлебный поле,Судьба
495,14,Леонид Мартынов,Судьба,"Да и о небе знаю я побольше,",да и о небо знать я много,Судьба
496,14,Леонид Мартынов,Судьба,"Чем это небо знает о себе,",чем этот небо знать о себя,Судьба
497,14,Леонид Мартынов,Судьба,И потому-то не могу я дольше,и потому то не мочь я долго,Судьба
498,14,Леонид Мартынов,Судьба,Ждать и гадать о собственной судьбе.,ждать и гадать о собственный судьба,Судьба
499,14,Леонид Мартынов,Судьба,"О ты судьба моя, ничья иная,",о ты судьба мой ничья иной,Судьба
500,14,Леонид Мартынов,Судьба,"Я о тебе гораздо больше знаю,",я о ты гораздо много знать,Судьба
501,14,Леонид Мартынов,Судьба,Чем о себе ты ведаешь сама!,чем о себя ты ведать сам,Судьба
502,15,Владимир Высоцкий,Две судьбы,Жил я славно в первой трети,жить я славно в первый треть,Две судьбы
503,15,Владимир Высоцкий,Две судьбы,Двадцать лет на белом свете -,двадцать год на белый свет,Две судьбы
504,15,Владимир Высоцкий,Две судьбы,"по учению,",по учение,Две судьбы
505,15,Владимир Высоцкий,Две судьбы,"Жил бездумно, но при деле,",жить бездумно но при дело,Две судьбы
506,15,Владимир Высоцкий,Две судьбы,"Плыл, куда глаза глядели,-",плыть куда глаз глядеть,Две судьбы
507,15,Владимир Высоцкий,Две судьбы,по течению.,по течение,Две судьбы
508,15,Владимир Высоцкий,Две судьбы,"Думал - вот она, награда,-",думать вот она награда,Две судьбы
509,15,Владимир Высоцкий,Две судьбы,"Ведь ни веслами не надо,",ведь ни весло не надо,Две судьбы
510,15,Владимир Высоцкий,Две судьбы,ни ладонями.,ни ладонь,Две судьбы
511,15,Владимир Высоцкий,Две судьбы,"Комары, слепни да осы",комар слепень да оса,Две судьбы
512,15,Владимир Высоцкий,Две судьбы,"Донимали, кровососы,",донимать кровосос,Две судьбы
513,15,Владимир Высоцкий,Две судьбы,да не доняли.,да не донимать,Две судьбы
514,15,Владимир Высоцкий,Две судьбы,Слышал с берега в начале -,слышать с берег в начало,Две судьбы
515,15,Владимир Высоцкий,Две судьбы,"Мне о помощи кричали,",я о помощь кричать,Две судьбы
516,15,Владимир Высоцкий,Две судьбы,о спасении.,о спасение,Две судьбы
517,15,Владимир Высоцкий,Две судьбы,"Не дождались, бедолаги,-",не дождаться бедолага,Две судьбы
518,15,Владимир Высоцкий,Две судьбы,"Я лежал, чумной от браги,",я лежать чумный от брага,Две судьбы
519,15,Владимир Высоцкий,Две судьбы,в отключении.,в отключение,Две судьбы
520,15,Владимир Высоцкий,Две судьбы,"Тряханет ли в повороте,",тряхануть ли в поворот,Две судьбы
521,15,Владимир Высоцкий,Две судьбы,Завернет в водовороте -,завертывать в водоворот,Две судьбы
522,15,Владимир Высоцкий,Две судьбы,все исправится.,все исправляться,Две судьбы
523,15,Владимир Высоцкий,Две судьбы,"То разуюсь, то обуюсь,",то разуваться то обуваться,Две судьбы
524,15,Владимир Высоцкий,Две судьбы,На себя в воде любуюсь -,на себя в вода любоваться,Две судьбы
525,15,Владимир Высоцкий,Две судьбы,очень нравится.,очень нравиться,Две судьбы
526,15,Владимир Высоцкий,Две судьбы,"Берега текут за лодку,",берег течь за лодка,Две судьбы
527,15,Владимир Высоцкий,Две судьбы,Ну а я ласкаю глотку,ну а я ласкать глотка,Две судьбы
528,15,Владимир Высоцкий,Две судьбы,медовухою.,медовуха,Две судьбы
529,15,Владимир Высоцкий,Две судьбы,После лишнего глоточку,после лишний глоточек,Две судьбы
530,15,Владимир Высоцкий,Две судьбы,"Глядь - плыву не в одиночку,-",глядь плыть не в одиночка,Две судьбы
531,15,Владимир Высоцкий,Две судьбы,со старухою.,со старуха,Две судьбы
532,15,Владимир Высоцкий,Две судьбы,"И пока я удивлялся,",и пока я удивляться,Две судьбы
533,15,Владимир Высоцкий,Две судьбы,Пал туман и оказался,пал туман и оказываться,Две судьбы
534,15,Владимир Высоцкий,Две судьбы,"в гиблом месте я,-",в гиблый место я,Две судьбы
535,15,Владимир Высоцкий,Две судьбы,И огромная старуха,и огромный старуха,Две судьбы
536,15,Владимир Высоцкий,Две судьбы,"Хохотнула прямо в ухо,",хохотнуть прямо в ухо,Две судьбы
537,15,Владимир Высоцкий,Две судьбы,злая бестия.,злой бестия,Две судьбы
538,15,Владимир Высоцкий,Две судьбы,"Я кричу,- не слышу крика,",я кричать не слышать крик,Две судьбы
539,15,Владимир Высоцкий,Две судьбы,"Не вяжу от страха лыка,",не вязать от страх лыко,Две судьбы
540,15,Владимир Высоцкий,Две судьбы,"вижу плохо я,",видеть плохо я,Две судьбы
541,15,Владимир Высоцкий,Две судьбы,На ветру меня качает...,на ветер я качать,Две судьбы
542,15,Владимир Высоцкий,Две судьбы,- Кто здесь?- Слышу - отвечает:,кто здесь слышать отвечать,Две судьбы
543,15,Владимир Высоцкий,Две судьбы,"- Я, Нелегкая!",я нелегкий,Две судьбы
544,15,Владимир Высоцкий,Две судьбы,"Брось креститься, причитая,-",бросать креститься причитать,Две судьбы
545,15,Владимир Высоцкий,Две судьбы,Не спасет тебя святая,не спасать ты святой,Две судьбы
546,15,Владимир Высоцкий,Две судьбы,богородица:,богородица,Две судьбы
547,15,Владимир Высоцкий,Две судьбы,"Тот, кто руль и весла бросит,",тот кто руль и весло бросать,Две судьбы
548,15,Владимир Высоцкий,Две судьбы,Тех Нелегкая заносит -,тот нелегкий заносить,Две судьбы
549,15,Владимир Высоцкий,Две судьбы,так уж водится!-,так уж водиться,Две судьбы
550,15,Владимир Высоцкий,Две судьбы,"Я в потьмах ищу дорогу,",я в потьма искать дорога,Две судьбы
551,15,Владимир Высоцкий,Две судьбы,Медовухи понемногу -,медовуха понемногу,Две судьбы
552,15,Владимир Высоцкий,Две судьбы,"только по сту пью,-",только по сту пить,Две судьбы
553,15,Владимир Высоцкий,Две судьбы,"А она не засыпает,",а она не засыпать,Две судьбы
554,15,Владимир Высоцкий,Две судьбы,Впереди меня ступает,впереди я ступать,Две судьбы
555,15,Владимир Высоцкий,Две судьбы,тяжкой поступью.,тяжкий поступь,Две судьбы
556,15,Владимир Высоцкий,Две судьбы,"Вон, споткнулась о коренья,",вон спотыкаться о коренья,Две судьбы
557,15,Владимир Высоцкий,Две судьбы,От такого ожиренья,от такой ожирение,Две судьбы
558,15,Владимир Высоцкий,Две судьбы,тяжко охая.,тяжко охать,Две судьбы
559,15,Владимир Высоцкий,Две судьбы,"И у нее одышка даже,",и у она одышка даже,Две судьбы
560,15,Владимир Высоцкий,Две судьбы,"А заносит ведь - туда же,",а заносить ведь туда же,Две судьбы
561,15,Владимир Высоцкий,Две судьбы,тварь нелегкая.,тварь нелегкий,Две судьбы
562,15,Владимир Высоцкий,Две судьбы,"Вдруг навстречу нам - живая,",вдруг навстречу мы живой,Две судьбы
563,15,Владимир Высоцкий,Две судьбы,"Хромоногая, кривая,",хромоногий кривая,Две судьбы
564,15,Владимир Высоцкий,Две судьбы,морда хитрая.,морда хитрый,Две судьбы
565,15,Владимир Высоцкий,Две судьбы,"И кричит:- Стоишь над бездной,",и кричать стоять над бездна,Две судьбы
566,15,Владимир Высоцкий,Две судьбы,"Но спасу тебя, болезный,",но спасать ты болезный,Две судьбы
567,15,Владимир Высоцкий,Две судьбы,слезы вытру я!-,слеза вытирать я,Две судьбы
568,15,Владимир Высоцкий,Две судьбы,Я спросил:- Ты кто такая?-,я спрашивать ты кто такой,Две судьбы
569,15,Владимир Высоцкий,Две судьбы,"А она мне:- Я Кривая,-",а она я я кривой,Две судьбы
570,15,Владимир Высоцкий,Две судьбы,"воз, мол, вывезу,-",воз мол вывозить,Две судьбы
571,15,Владимир Высоцкий,Две судьбы,"- И хотя я кривобока,",и хотя я кривобок,Две судьбы
572,15,Владимир Высоцкий,Две судьбы,"Криворука, кривоока,-",криворукий кривоокий,Две судьбы
573,15,Владимир Высоцкий,Две судьбы,я мол вывезу!,я мол вывозить,Две судьбы
574,15,Владимир Высоцкий,Две судьбы,"Я воскликнул, наливая:",я восклицать наливать,Две судьбы
575,15,Владимир Высоцкий,Две судьбы,"- Вывози меня, Кривая!",вывозить я кривая,Две судьбы
576,15,Владимир Высоцкий,Две судьбы,я на привязи!,я на привязь,Две судьбы
577,15,Владимир Высоцкий,Две судьбы,"Я тебе и шбан поставлю,",я ты и шбан поставлять,Две судьбы
578,15,Владимир Высоцкий,Две судьбы,Кривизну твою исправлю -,кривизна твой исправлять,Две судьбы
579,15,Владимир Высоцкий,Две судьбы,только вывези!,только вывозить,Две судьбы
580,15,Владимир Высоцкий,Две судьбы,"И ты, маманя, сучья дочка,",и ты маманя сук дочка,Две судьбы
581,15,Владимир Высоцкий,Две судьбы,На-ка выпей полглоточка -,на ка выпивать полглоточек,Две судьбы
582,15,Владимир Высоцкий,Две судьбы,больно нервная.,больно нервный,Две судьбы
583,15,Владимир Высоцкий,Две судьбы,"Ты забудь меня на время,",ты забывать я на время,Две судьбы
584,15,Владимир Высоцкий,Две судьбы,Ты же толстая - в гареме,ты же толстый в гарем,Две судьбы
585,15,Владимир Высоцкий,Две судьбы,будешь первая.-,быть первый,Две судьбы
586,15,Владимир Высоцкий,Две судьбы,и упали две старухи,и упасть два старуха,Две судьбы
587,15,Владимир Высоцкий,Две судьбы,У бутыли медовухи,у бутыль медовуха,Две судьбы
588,15,Владимир Высоцкий,Две судьбы,"в пьянь, истерику.",в пьянь истерика,Две судьбы
589,15,Владимир Высоцкий,Две судьбы,"Я пока за кочки прячусь,",я пока за кочка прятаться,Две судьбы
590,15,Владимир Высоцкий,Две судьбы,Я тихонько задом пячусь,я тихонько зад пятиться,Две судьбы
591,15,Владимир Высоцкий,Две судьбы,прямо к берегу.,прямо к берег,Две судьбы
592,15,Владимир Высоцкий,Две судьбы,Лихо выгреб на стремнину,лихо выгребать на стремнина,Две судьбы
593,15,Владимир Высоцкий,Две судьбы,В два гребка на середину -,в два гребок на середина,Две судьбы
594,15,Владимир Высоцкий,Две судьбы,"ох, пройдоха я!",ох пройдоха я,Две судьбы
595,15,Владимир Высоцкий,Две судьбы,"Чтоб вы сдохли, выпивая,",чтоб вы сдыхать выпивать,Две судьбы
596,15,Владимир Высоцкий,Две судьбы,Две судьбы мои -,два судьба мой,Две судьбы
597,15,Владимир Высоцкий,Две судьбы,Кривая да Нелегкая!,кривой да нелегкий,Две судьбы
598,15,Владимир Высоцкий,Две судьбы,"Знать, по злобному расчету",знать по злобный расчет,Две судьбы
599,15,Владимир Высоцкий,Две судьбы,Да по тайному чьему-то,да по тайный чей то,Две судьбы
600,15,Владимир Высоцкий,Две судьбы,попечению,попечение,Две судьбы
601,15,Владимир Высоцкий,Две судьбы,"Не везло мне, обормоту,",не везти я обормот,Две судьбы
602,15,Владимир Высоцкий,Две судьбы,"И тащило, баламута,",и тащить баламут,Две судьбы
603,15,Владимир Высоцкий,Две судьбы,по течению.,по течение,Две судьбы
604,15,Владимир Высоцкий,Две судьбы,"Мне казалось, жизнь - отрада,",я казаться жизнь отрада,Две судьбы
605,15,Владимир Высоцкий,Две судьбы,"Мол, ни веслами не надо, ох, не надо -",мол ни весло не надо ох не надо,Две судьбы
606,15,Владимир Высоцкий,Две судьбы,"ох, пройдоха я!",ох пройдоха я,Две судьбы
607,15,Владимир Высоцкий,Две судьбы,"...Удалились, подвывая,",удаляться подвывать,Две судьбы
608,15,Владимир Высоцкий,Две судьбы,Две судьбы мои -,два судьба мой,Две судьбы
609,15,Владимир Высоцкий,Две судьбы,Кривая да Нелегкая!,кривой да нелегкий,Две судьбы
610,15,Владимир Высоцкий,Две судьбы,", -",,Две судьбы
611,16,Иосиф Уткин,Заздравная песня,"Что любится, чем дышится,",что любиться что дышаться,Заздравная песня
612,16,Иосиф Уткин,Заздравная песня,"Душа чем ваша полнится,",душа чем ваш полниться,Заздравная песня
613,16,Иосиф Уткин,Заздравная песня,"То в голосе услышится,",то в голос услышаться,Заздравная песня
614,16,Иосиф Уткин,Заздравная песня,То в песенке припомнится.,то в песенка припоминаться,Заздравная песня
615,16,Иосиф Уткин,Заздравная песня,"А мы споем о родине,",а мы спеть о родина,Заздравная песня
616,16,Иосиф Уткин,Заздравная песня,"С которой столько связано,",с который столько связанный,Заздравная песня
617,16,Иосиф Уткин,Заздравная песня,С которой столько пройдено,с который столько проходить,Заздравная песня
618,16,Иосиф Уткин,Заздравная песня,Хорошего и разного!,хороший и разный,Заздравная песня
619,16,Иосиф Уткин,Заздравная песня,Тяжелое - забудется.,тяжелый забываться,Заздравная песня
620,16,Иосиф Уткин,Заздравная песня,Хорошее - останется.,хороший оставаться,Заздравная песня
621,16,Иосиф Уткин,Заздравная песня,"Что с родиною сбудется,",что с родина сбываться,Заздравная песня
622,16,Иосиф Уткин,Заздравная песня,То и с народом станется.,то и с народ статься,Заздравная песня
623,16,Иосиф Уткин,Заздравная песня,"С ее лугами, нивами,",с ее луг нива,Заздравная песня
624,16,Иосиф Уткин,Заздравная песня,С ее лесами-чащами;,с ее лес чаща,Заздравная песня
625,16,Иосиф Уткин,Заздравная песня,"Была б она счастливою,",быть б она счастливый,Заздравная песня
626,16,Иосиф Уткин,Заздравная песня,А мы-то будем счастливы.,а мы то быть счастливый,Заздравная песня
627,16,Иосиф Уткин,Заздравная песня,"И сколько с ней ни пройдено,-",и сколько с она ни проходить,Заздравная песня
628,16,Иосиф Уткин,Заздравная песня,Усталыми не скажемся,усталый не сказываться,Заздравная песня
629,16,Иосиф Уткин,Заздравная песня,И песню спеть о родине,и песня спеть о родина,Заздравная песня
630,16,Иосиф Уткин,Заздравная песня,С друзьями не откажемся!,с друг не отказываться,Заздравная песня
631,17,Кондратий Рылеев,"Прими, прими, святый Евгений...",Князю E. П. Оболенскому,князь п оболенский,"Прими, прими, святый Евгений..."
632,17,Кондратий Рылеев,"Прими, прими, святый Евгений...","Прими, прими, святый Евгений,",принимать принимать святый евгений,"Прими, прими, святый Евгений..."
633,17,Кондратий Рылеев,"Прими, прими, святый Евгений...","Дань благодарную певца,",дань благодарный певец,"Прими, прими, святый Евгений..."
634,17,Кондратий Рылеев,"Прими, прими, святый Евгений...","И слово пламенных хвалений,",и слово пламенный хваление,"Прими, прими, святый Евгений..."
635,17,Кондратий Рылеев,"Прими, прими, святый Евгений...","И слезы, катящи с лица.",и слеза катящий с лицо,"Прими, прими, святый Евгений..."
636,17,Кондратий Рылеев,"Прими, прими, святый Евгений...",Отныне день твой до могилы,отныне день твой до могила,"Прими, прими, святый Евгений..."
637,17,Кондратий Рылеев,"Прими, прими, святый Евгений...",Пребудет свят душе моей:,пребыть святой душа мой,"Прими, прими, святый Евгений..."
638,17,Кондратий Рылеев,"Прими, прими, святый Евгений...",В сей день твой соимянник милый,в сей день твой соимянник милый,"Прими, прими, святый Евгений..."
639,17,Кондратий Рылеев,"Прими, прими, святый Евгений...",Освобожден был от цепей.,освобождать быть от цепь,"Прими, прими, святый Евгений..."
640,18,Ярослав Смеляков,На вокзале,"Шумел снежок над позднею Москвой,",шуметь снежок над поздний москва,На вокзале
641,18,Ярослав Смеляков,На вокзале,"гудел народ, прощаясь на вокзале,",гудеть народ прощаться на вокзал,На вокзале
642,18,Ярослав Смеляков,На вокзале,"в тот час, когда в одежде боевой",в тот час когда в одежда боевой,На вокзале
643,18,Ярослав Смеляков,На вокзале,мои друзья на север уезжали.,мой друг на север уезжать,На вокзале
644,18,Ярослав Смеляков,На вокзале,"И было видно всем издалека,",и быть видно все издалека,На вокзале
645,18,Ярослав Смеляков,На вокзале,как непривычно на плечах сидели,как непривычный на плечо сидеть,На вокзале
646,18,Ярослав Смеляков,На вокзале,"тулупчики, примятые слегка,",тулупчик приминать слегка,На вокзале
647,18,Ярослав Смеляков,На вокзале,и длинные армейские шинели.,и длинный армейский шинель,На вокзале
648,18,Ярослав Смеляков,На вокзале,Но было видно каждому из нас,но быть видно каждый из мы,На вокзале
649,18,Ярослав Смеляков,На вокзале,"по сдержанным попыткам веселиться,",по сдержанный попытка веселиться,На вокзале
650,18,Ярослав Смеляков,На вокзале,"по лицам их,— запомним эти лица!—",по лицо их запоминать этот лицо,На вокзале
651,18,Ярослав Смеляков,На вокзале,"по глубине глядящих прямо глаз,",по глубина глядеть прямо глаз,На вокзале
652,18,Ярослав Смеляков,На вокзале,"да, было ясно всем стоящим тут,",да быть ясно весь стоять тут,На вокзале
653,18,Ярослав Смеляков,На вокзале,"что эти люди, выйдя из вагона,",что этот человек выходить из вагон,На вокзале
654,18,Ярослав Смеляков,На вокзале,"неотвратимо, прямо, непреклонно",неотвратимый прямо непреклонный,На вокзале
655,18,Ярослав Смеляков,На вокзале,походкою истории пойдут.,походка история пойти,На вокзале
656,18,Ярослав Смеляков,На вокзале,"Как хочется, как долго можно жить,",как хотеться как долго можно жить,На вокзале
657,18,Ярослав Смеляков,На вокзале,как ветер жизни тянет и тревожит!,как ветер жизнь тянуть и тревожить,На вокзале
658,18,Ярослав Смеляков,На вокзале,Как снег валится!,как снег валиться,На вокзале
659,18,Ярослав Смеляков,На вокзале,"Но никто не сможет,",но никто не смочь,На вокзале
660,18,Ярослав Смеляков,На вокзале,ничто не сможет их остановить.,ничто не смочь они останавливать,На вокзале
661,18,Ярослав Смеляков,На вокзале,"Ни тонкий свист смертельного снаряда,",ни тонкий свист смертельный снаряд,На вокзале
662,18,Ярослав Смеляков,На вокзале,"ни злобный гул далеких батарей,",ни злобный гул далекий батарея,На вокзале
663,18,Ярослав Смеляков,На вокзале,ни самая тяжелая преграда —,ни самый тяжелый преграда,На вокзале
664,18,Ярослав Смеляков,На вокзале,молчанье жен и слезы матерей.,молчание жена и слеза мать,На вокзале
665,18,Ярослав Смеляков,На вокзале,"Что ж делать, мать?",что ж делать мать,На вокзале
666,18,Ярослав Смеляков,На вокзале,"У нас давно ведется,",у мы давно вестись,На вокзале
667,18,Ярослав Смеляков,На вокзале,"что вдаль глядят любимые сыны,",что вдаль глядеть любимый сын,На вокзале
668,18,Ярослав Смеляков,На вокзале,когда сердец невидимо коснется,когда сердце невидимый касаться,На вокзале
669,18,Ярослав Смеляков,На вокзале,рука патриотической войны.,рука патриотический война,На вокзале
670,18,Ярослав Смеляков,На вокзале,В расстегнутом тулупчике примятом,в расстегнуть тулупчик приминать,На вокзале
671,18,Ярослав Смеляков,На вокзале,"твой младший сын, упрямо стиснув рот,",твой младший сын упрямо стискивать рот,На вокзале
672,18,Ярослав Смеляков,На вокзале,"с путевкой своего военкомата,",с путевка свой военкомат,На вокзале
673,18,Ярослав Смеляков,На вокзале,"как с пропуском, в бессмертие идет.",как с пропуск в бессмертие идти,На вокзале
674,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Повеяло черемухой,",повеять черемуха,"Повеяло черемухой, проснулся соловей..."
675,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Проснулся соловей,",просыпаться соловей,"Повеяло черемухой, проснулся соловей..."
676,19,К. Р.,"Повеяло черемухой, проснулся соловей...",Уж песнью заливается,уж песнь заливаться,"Повеяло черемухой, проснулся соловей..."
677,19,К. Р.,"Повеяло черемухой, проснулся соловей...",Он в зелени ветвей.,он в зелень ветвь,"Повеяло черемухой, проснулся соловей..."
678,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Учи меня, соловушко,",учить я соловушко,"Повеяло черемухой, проснулся соловей..."
679,19,К. Р.,"Повеяло черемухой, проснулся соловей...",Искусству твоему!,искусство твой,"Повеяло черемухой, проснулся соловей..."
680,19,К. Р.,"Повеяло черемухой, проснулся соловей...",Пусть песнь твою волшебную,пусть песнь твой волшебный,"Повеяло черемухой, проснулся соловей..."
681,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Прочувствую, пойму.",прочувствовать понимать,"Повеяло черемухой, проснулся соловей..."
682,19,К. Р.,"Повеяло черемухой, проснулся соловей...",Пусть раздается песнь моя,пусть раздаваться песнь мой,"Повеяло черемухой, проснулся соловей..."
683,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Могуча и сильна,",могучий и сильный,"Повеяло черемухой, проснулся соловей..."
684,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Пусть людям в душу просится,",пусть человек в душа проситься,"Повеяло черемухой, проснулся соловей..."
685,19,К. Р.,"Повеяло черемухой, проснулся соловей...",Пусть их живит она;,пусть они живить она,"Повеяло черемухой, проснулся соловей..."
686,19,К. Р.,"Повеяло черемухой, проснулся соловей...",И пусть все им становится,и пусть все они становиться,"Повеяло черемухой, проснулся соловей..."
687,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Дороже и милей,",дорогой и милый,"Повеяло черемухой, проснулся соловей..."
688,19,К. Р.,"Повеяло черемухой, проснулся соловей...","Как первая черемуха,",как первый черемуха,"Повеяло черемухой, проснулся соловей..."
689,19,К. Р.,"Повеяло черемухой, проснулся соловей...",Как первый соловей!,как первый соловей,"Повеяло черемухой, проснулся соловей..."
